Dataset Name,Dataset Owner,User,Submission Latitude,Submission Longitude,Date Created,Record,Hawai'iSea Grant King Tides Photo Database,Location (tap arrow to input exact location) - Latitude,Location (tap arrow to input exact location) - Longitude,Share your image!,Island(s),Location Description,Orientation (check your compass!),Date,Time,Tell us something about your photo!,Photographer's Name,By uploading an image you irrevocably consent that it may be used for educational; research; outreach and promotional purposes; in any medium; in perpetuity.,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kimolee55,,,Fri May 26 2017 23:22:36 GMT+0000 (UTC),655,,20.6969925,-156.4440763,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/fee0e94e-2f1c-4957-8b91-58c4681d656f,Maui,Keawakapu Beach,S,5/26/17,13:19,looking south from mid-point of Keawakapu Beach. Pu'u ola'i in the distance.,James Lee ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,liz,,,Fri May 26 2017 22:37:07 GMT+0000 (UTC),653,,,,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/e3aa0f50-3fd5-489c-a3ba-844be4441c37,O'ahu,Hanauma Bay ,SE,1/1/70,17:57,Beach shows the high ride wash by early evening.,Liz ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,liz,21.2736444,-157.6950096,Fri May 26 2017 22:25:26 GMT+0000 (UTC),651,,21.2736396,-157.6950104,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/RRxXvD8RvX8GNNwtr,O'ahu,Hanauma Bay,E,5/25/17,15:42,Trees at far end of beach not usually in high tide.,Liz Kumabe,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hiwasaki,,,Fri May 26 2017 20:54:09 GMT+0000 (UTC),650,,21.283963,-157.839347,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/Jud7m8BskAffByina,O'ahu,Along Holomoana St; looking toward Ilikai catwalk,S,5/25/17,16:51,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hiwasaki,,,Fri May 26 2017 20:52:40 GMT+0000 (UTC),649,,21.284495,-157.839418,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/hMNZ5wPEjyX24pXFk,O'ahu,Along Holomoana St; The Modern Hotel parking lot across boat harbor,NE,5/25/17,16:49,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hiwasaki,,,Fri May 26 2017 20:50:50 GMT+0000 (UTC),648,,21.288822,-157.833175,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/tsmAceLLsNgBJEFzs,O'ahu,Along Ala Wai Promenade (between McCully Street and Kalakaua Avenue),SW,5/25/17,16:35,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hiwasaki,,,Fri May 26 2017 20:46:51 GMT+0000 (UTC),647,,21.286166,-157.829719,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8zedKiKWKYcEWHqb4,O'ahu,Along Ala Wai Park Trail; immediately after bridge,SE,5/25/17,16:23,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kingtides50,,,Fri May 26 2017 20:45:47 GMT+0000 (UTC),646,,21.2875453,-157.8399597,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/Ev6aSNmn3e8WBu8e4,O'ahu,End of Ala Wai Blvd. Near Ala Moana Blvd Bridge,S,5/25/17,16:48,Ala Wai Canal on the right looking towards the ocean,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hiwasaki,,,Fri May 26 2017 20:43:30 GMT+0000 (UTC),645,,21.286636,-157.830255,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/NLgeQAKbf5a2jRshP,O'ahu,Along Ala Wai Park Trail; C&C Electrical box ~2' away from water line,SE,5/25/17,16:21,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hiwasaki,,,Fri May 26 2017 20:39:38 GMT+0000 (UTC),644,,21.287448,-157.831189,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/sCgBiybGTC2wkfLZd,O'ahu,Along Ala Wai Park Trail; looking toward second baseball field light post,SE,5/25/17,16:17,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hiwasaki,,,Fri May 26 2017 20:35:56 GMT+0000 (UTC),643,,21.287692,-157.831478,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/ZhDPq425s8rcuRtTN,O'ahu,Along Ala Wai Park Trail; near boat ramps and baseball field,SE,5/25/17,16:13,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hiwasaki,,,Fri May 26 2017 20:32:56 GMT+0000 (UTC),641,,21.288332,-157.832217,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/7FwRqoXKPZgFK5das,O'ahu,Along Ala Wai Canal by canoes,SE,5/25/17,16:11,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,mprimacio98,,,Fri May 26 2017 20:23:35 GMT+0000 (UTC),640,,21.69181824,-157.9737854,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6b24d1c8-e984-4331-baf4-4077fdd3d74a,O'ahu,at Kahuku Beach by Golf Course,N,1/1/70,10:19,Low tide at Kahuku Beach,Michaela Primacio,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,mprimacio98,,,Fri May 26 2017 20:14:46 GMT+0000 (UTC),639,,21.69181824,-157.9737854,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6fcfb01c-3660-4480-aef8-8c144f50c9ca,O'ahu,at Kahuku Beach by Golf Course,N,1/1/70,10:14,Low tide at Kahuku,Michaela Primacio,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,mprimacio98,,,Fri May 26 2017 20:11:03 GMT+0000 (UTC),638,,21.69181824,-157.9737854,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/9fa1b3fd-c149-425f-b61d-7f9e8b468b5c,O'ahu,at Kahuku Beach by Golf Course,N,1/1/70,10:10,Low tide at Kahuku Beach,Michaela Primacio,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,mprimacio98,,,Fri May 26 2017 20:08:46 GMT+0000 (UTC),637,,21.66984558,-157.9394531,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/888cc321-0074-46b2-a40d-2be9ff0dc200,O'ahu,at Kahuku Beach by the Golf Course,N,1/1/70,10:08,Low tide at Kahuku Beach,Michaela Primacio,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,snaga1,,,Fri May 26 2017 19:51:01 GMT+0000 (UTC),636,,20.8597606,-156.6692013,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/831c7228-72d6-47a4-b612-62ff5e1cf7a1; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/b6a437f7-af64-4971-83eb-d93b961c9a53,Maui,kauaula rivermouth Puamana lahaina,W,1/1/70,16:30,typically the stream is about 6ft across; not take up the entire stream bed about 30ft.,snaga1,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hooty,21.27964251,-157.7348301,Fri May 26 2017 19:39:57 GMT+0000 (UTC),635,,21.27966837,-157.7348285,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/89BF8CCE-32BC-489B-A494-0E7D4D4F9457,O'ahu,Niuiki Peninsula Seawall and docks,W,5/26/17,9:37,low tide looking toward Diamond Head,J MEYER,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,himonker,21.322145,-157.9717421,Fri May 26 2017 19:35:27 GMT+0000 (UTC),634,,21.32216688,-157.9717121,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/2CE3B6B6-CA52-467A-86AB-D6935D7BFDC1; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/38952FB8-3A27-46A2-8811-86CBAD054525,O'ahu,kapilina fishing lagoon,E,5/26/17,9:32,,stephie bennett,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hooty,21.27963677,-157.7348686,Fri May 26 2017 19:35:26 GMT+0000 (UTC),633,,21.27966279,-157.7348578,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/AE71B96C-791E-4F2B-9025-A5A1E3EFA35D,O'ahu,Niuiki peninsula  seawall and dock,W,5/26/17,9:28,low tide calm looking Westfrom platform toward dock and Diamond Head,J Meyer ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,himonker,21.32061983,-157.9730806,Fri May 26 2017 19:30:15 GMT+0000 (UTC),632,,21.32060424,-157.9730728,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/902FDDFC-E8F6-484C-88BB-9A6EC858B506; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/D4DA30CA-17C5-4CF5-A6DF-0E662579C9DB,O'ahu,kapilina lagoon 2,SE,5/26/17,9:29,,Stephie Bennett,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hooty,21.27971007,-157.7348629,Fri May 26 2017 19:26:48 GMT+0000 (UTC),631,,21.27971007,-157.7348629,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/45369AFA-B8AE-478E-963F-C8659821962E,O'ahu,shore lava wall and dock Niuiki Peninsula ,E,5/26/17,9:24,sea wall and dock low tide,J Meyer,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,john replogle,19.08620921,-155.548466,Fri May 26 2017 19:18:03 GMT+0000 (UTC),630,,19.08620569,-155.5484565,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/648BA700-B20C-44B9-9E64-DB67E54C1685; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/E38EFAB9-C2D6-4986-9987-0DCCE4985CAB,Hawai'i,Honu'apo looking towards Pohina pali from estuary mouth,SW,5/26/17,9:15,,jreplogle,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,nohtomo,,,Fri May 26 2017 19:15:09 GMT+0000 (UTC),629,,21.4526706,-157.8248896,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/9b0ab432-6e32-4e4c-ac7e-d8b95e6fdbae,O'ahu,"mud beach"""," near Kamehameha Hwy and Honekoa St""",NW,1/1/70,9:12,taken from makai guardrail on Kam Hwy,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,john replogle,19.0862036,-155.5484457,Fri May 26 2017 19:14:17 GMT+0000 (UTC),628,,19.08625054,-155.5483808,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/7BA2C570-F9DE-4A80-BA0E-51AD28AB91EC; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/EEE27001-6530-47FE-8622-C786AC3ED8F1,Hawai'i,photo taken in the actual mouth of estuary at Honu'apo.,N,5/26/17,9:10,,jreplogle,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,jody,19.7337618,-155.0418675,Fri May 26 2017 19:09:12 GMT+0000 (UTC),627,,155.07,19.723,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/qkvBcD3c3TdpDvnBb,Hawai'i,Hilo on Kamehameha Ave bridge over Wailoa river,NW,5/24/17,15:25,water is to the level of the walkway,Jody ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,arladarlene,,,Fri May 26 2017 19:08:39 GMT+0000 (UTC),626,,19.7358751,-155.0126715,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/055cdeb7-9acc-4753-8760-2ba1b9cc06e9; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/285b9d31-e057-47b3-872b-6cfc87024efc; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/322266bc-afc2-4e87-bb31-ebc162403361; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/ab3b9307-5759-412d-905b-1d25e9220464,Hawai'i,Richardson's Beach Park tidal pools,SW,1/1/70,9:06,The grass area had s foot of water on it last night. It looks like miss than 3 feet drop.  ,Arla C Meyer ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,john replogle,19.08617506,-155.5486932,Fri May 26 2017 19:08:23 GMT+0000 (UTC),625,,19.08617372,-155.5487053,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/9A7A1A51-65BC-4886-95C6-63B311D18C06,Hawai'i,Honu'apo Estuary,N,5/26/17,9:06,looking into estuary at Honu'apo,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,john replogle,19.08617372,-155.5487053,Fri May 26 2017 19:05:12 GMT+0000 (UTC),624,,19.0861873,-155.5487188,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/89C7F3A4-78BA-4902-833A-0CC2467B6DD4,Hawai'i,Honu'apo estuary entrance,E,5/26/17,9:03,,jreplogle,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,nohtomo,,,Fri May 26 2017 19:04:38 GMT+0000 (UTC),623,,21.4433486,-157.8111551,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8e970845-ddf0-4318-bc3c-e7eafc4399d6; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/cfb7e4b1-6787-46bd-a35e-bd9aa98ddec5,O'ahu,Heeia Kea boat Harbor,NE,1/1/70,9:03,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,nohtomo,,,Fri May 26 2017 19:02:49 GMT+0000 (UTC),622,,21.4433486,-157.8111551,,O'ahu,Heeia Kea boat Harbor,NW,1/1/70,9:02,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kbaybob,21.42368656,-157.7646191,Fri May 26 2017 18:34:38 GMT+0000 (UTC),621,,21.42255083,-157.7647668,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8DC8956C-9265-463E-BF29-F15EB5F94E40,O'ahu,Near Aina Moi Pl.,W,5/26/17,8:32,At lowest tide.  This tide seems about normal-no lower or higher than predicted; but it is hard to tell.,Bob,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,snaga1,,,Fri May 26 2017 18:33:30 GMT+0000 (UTC),620,,20.8597606,-156.6692013,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/5c086cc9-f58e-45e1-bfd6-a3b98de9b05c; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6c0c4457-985d-406a-a95f-fe0297adaad5,Maui,kauaula rivermouth Puamana lahaina ,W,5/26/17,8:30,1 hour till low tide,snaga1,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,napuanapali,,,Fri May 26 2017 18:29:26 GMT+0000 (UTC),619,,22.0426497,-159.3363076,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/62a7e3fe-1d3b-4aac-aede-a18f94a65df9; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/d0533d7a-1e60-4317-918d-c102c3289563,Kaua'i,Mogan Ponds; Lydgate Beach Park,SE,1/1/70,8:28,morning after; wow!,nrsh,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,napuanapali,,,Fri May 26 2017 11:28:29 GMT+0000 (UTC),618,,22.205736,-159.515457,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/03e97995-1951-4104-9221-2968cd34572a; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/c2b3253c-2677-43e5-a534-51082727bc46; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/f552302f-2ed1-477f-8046-da6ebde97ee7,Kaua'i,Waipa; Hanalei Bay,NW,1/1/70,15:30,,nrsh,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,prbrandon,21.3996475,-157.7973653,Fri May 26 2017 17:32:14 GMT+0000 (UTC),617,,21.155457,157.491999,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/zWuPjWn6kmWNhtkAM,O'ahu,Offshore of Waikiki Aquarium,NE,5/25/17,16:00,Taken with DJI Mavic Pro drone ,Paul Brandon,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kawaihuimokapu,21.40965287,-157.754634,Fri May 26 2017 16:48:17 GMT+0000 (UTC),616,,21.40946482,-157.7544547,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/5E41C7E4-7BDE-463D-8D79-FF08E7358F12; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/97C856F8-3F69-4708-BA4B-B5DAB8D21DF0,O'ahu,Kawainui Canal/ Oneawa Bridge,SW,5/26/17,6:45,very low tide this morning (baseline),Claudine Tomasa WH6ETB,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,powersdq,20.72037917,-156.4472237,Fri May 26 2017 16:27:57 GMT+0000 (UTC),615,,20.7204145,-156.4472879,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/53B10544-EAEB-4C50-A49A-8BBB1F380706,Maui,Kam 1 Stairway pathway,S,5/26/17,6:26,Kam 1 stairway pathway,DQ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,powersdq,20.72034866,-156.44732,Fri May 26 2017 16:25:13 GMT+0000 (UTC),614,,20.72041555,-156.4473322,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/E99B681B-1136-42B3-8412-FD359741CB7D,Maui,Kam 1 Beach - cement slab on south end ,S,5/26/17,6:23,cement slab on south side of Kam 1,DQ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,todd wh6dwf,21.27491293,-157.8251847,Fri May 26 2017 14:03:07 GMT+0000 (UTC),613,,21.27492635,-157.8251765,,O'ahu,Concrete ramp behind Dukes Statue,SW,5/26/17,4:02,,Todd Wilson.  WH6DWF ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,dave raney,21.2700357,-157.8182298,Fri May 26 2017 07:26:21 GMT+0000 (UTC),612,,21.26305556,157.7838889,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/tqSeavogETmyNYA4z,O'ahu,Beach near Hunakai Street and Kahala Avenue; Honolulu; HI,NE,5/25/17,16:50,King Tide looking NE from beach near Hunakai Street and Kahala Ave Honolulu; from Emergency Response access 134 A,Dave Raney,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,dave raney,21.2700357,-157.8182298,Fri May 26 2017 07:21:23 GMT+0000 (UTC),611,,21.26305556,157.7838889,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/reQjL4BC4auZtCiYP,O'ahu,Beach near Hunakai Street and Kahala Avenue; Honolulu; HI,SW,5/25/17,16:50,King Tide looking SW from beach near Hunakai Street and Kahala Ave Honolulu; from Emergency Response access 134 A,Dave Raney,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,konia,,,Fri May 26 2017 06:35:59 GMT+0000 (UTC),610,,21.17276,-157.50294,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/GBL6YdEAcPfnvchvf; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/SbrXHYRzRn3P7zzY7; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/bsPj2YBeKCCR6PbNv; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/rJouj446Q7qBM2QwP,O'ahu,Ala Wai canal park at the end of University ,S,5/25/17,17:15,,Konia,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,romson ,20.73834309,-156.4561872,Fri May 26 2017 06:18:51 GMT+0000 (UTC),609,,20.73841485,-156.4561785,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/eB2Xn87huiw6rmTs5; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/p38afg6YPfkWPJtmq,Maui,Halama Street; Kihei Maui ,S,5/25/17,16:15,Front of our house; winds force 3-4 ,Ed Romson ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,nankching,,,Fri May 26 2017 05:46:56 GMT+0000 (UTC),608,,21.285737,-157.829159,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6YJLRCA3tj9AG9imQ,O'ahu,Ala Wai bike path near park,NW,5/25/17,16:44,Ala Wai Canal overflows its banks near the Ewa parking lot,N. Ketpura-Ching,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,nankching,,,Fri May 26 2017 05:42:46 GMT+0000 (UTC),607,,21.283373,-157.824524,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3SMBcujaXWcxL33jk,O'ahu,Ala Wai bike path near Laau St and Hihiwai St,E,5/25/17,16:34,King tides backing up Palolo Stream near the Ala Wai bike path,N. Ketpura-Ching,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,nankching,,,Fri May 26 2017 05:38:56 GMT+0000 (UTC),606,,21.283411,-157.826155,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/NurqfrJhmJgGkyTqg; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/yhPYSMPDYaPsrC2jb,O'ahu,Palolo Stream as it enters Ala Wai Canal ,W,5/25/17,16:36,King tides back up Ala Wai all the way past Palolo Stream,N. Ketpura-Ching,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,mikec2a,,,Fri May 26 2017 04:58:33 GMT+0000 (UTC),605,,21.3441,-157.893986,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6xhuCWDzyrHSbuHGt; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/htZSGCe77a5NooTux,O'ahu,Damon Bridge; looking over Moanalua Stream,S,5/25/17,16:32,Moanalua Stream backing up. At low tide; the stream bottom is usually visible here.,Mike Ching,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,mikec2a,,,Fri May 26 2017 04:53:54 GMT+0000 (UTC),604,,21.336603,-157.898242,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/Rb5ckhgCA7GnoRGeP; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/d67uo5LnHQtx2zSLi; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/qeH42jGrQ9HHkYBsL; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/v8bdihF7n5xE2ugp8; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/vvoPS7KCqm2ztjzRd,O'ahu,Ahua St just north of Kilihau St,S,5/25/17,16:22,Infamous Mapunapuna flooding. Cars seemed up to their floorboards and were throwing up water that was overtopping the sidewalk and going down this loading dock.,Mike Ching,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kuulei,20.89,-156.475,Fri May 26 2017 04:41:08 GMT+0000 (UTC),603,,20.8994444,-156.4752778,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/A2NrwG2PfNawMRTJ9; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/PiJRQ3s7DP5mh7Krk; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/oCavHyygHBwH5rehz,Maui,Kahului Harbor,NE,5/25/17,4:38,Kahului harbor rising during tonightÊ»s Muku King tide.,KuÊ»ulei Gunderson,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,peggy foreman,21.32790379,-157.6874868,Fri May 26 2017 04:24:48 GMT+0000 (UTC),602,,21.32788036,-157.6874042,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1BA6D7EA-561E-4713-A1A2-A6222A9CC942; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/2D4748F5-8FD5-4CA4-ACAE-8FE6CDE00A8E; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3F4CC1F0-ECE0-4E00-A4B3-D8A728385F85; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/E2D87EF6-F50F-4DCF-8508-9B8B4B1B4583,O'ahu,waimanalo,N,5/25/17,18:24,,Peggy Foreman,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,dmcleish,20.955844,-156.6836525,Fri May 26 2017 04:23:03 GMT+0000 (UTC),601,,20.9525,-156.684,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/zpDL2ccYrfYaHCXwn,Maui,Honokowai Beach Park looking north towards Kahana,N,5/25/17,17:15,,Don McLeish,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,jmullen808,21.28330687,-157.8069172,Fri May 26 2017 04:21:34 GMT+0000 (UTC),600,,21.33658807,-157.8982765,,O'ahu,near mapunapuna,SW,5/25/17,16:29,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,marinebioman,21.27327884,-157.6948254,Fri May 26 2017 04:20:46 GMT+0000 (UTC),599,,21.27325621,-157.6948119,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6A9C0AE7-E8FC-48E4-84BD-6D67D9E444FC,O'ahu,h bay outside visitor section,S,5/25/17,18:20,,DGD,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,todd wh6dwf,21.27498615,-157.8251204,Fri May 26 2017 04:09:19 GMT+0000 (UTC),598,,21.27486209,-157.8248169,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/187E7A10-CEAD-4049-B07F-08327441CBF0; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/2CF47AD7-757D-4073-9023-28D4F834E8E9; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/87586AEA-D0C0-4625-B8EF-1A4CA7DE7447; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/D80D8569-E5BE-4EC2-B68D-AD5F14CD06A9; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/E8CF97B3-B16E-404C-8EDA-E3029243F65C,O'ahu,Makai of large Banyan Tree and elevated stage for luau's ; just Diamond Head of Dukes Statue. ,SW,5/25/17,18:06,Hanging out with weatherman Guy Hagi from KGMB HawaiiWeatherNow Channel 7 & 8 CBS,TODD WILSON WH6DWF ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,todd wh6dwf,21.2748932,-157.8251894,Fri May 26 2017 03:58:34 GMT+0000 (UTC),597,,21.27499462,-157.825107,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/517E983E-BE8C-43DA-BCE2-576AF716A239,O'ahu,same,SE,5/25/17,17:56,Myself with Weatherman from KGMB CH.7 ; Guy Hagi,TODD WILSON WH6DWF ,,
